,sex,employment,marital,income,social2,rate
10285,1,employed,0,19314,0.55994064,
10286,0,employed,0,16007,0.0,
10287,1,employed,1,17269,0.59193623,
10288,1,employed,1,5091,0.57294744,
10289,0,employed,1,8329,0.0,
10290,1,employed,1,21552,0.18892476,
10291,1,student,0,3995,0.57509893,
10292,0,retired,0,328038,0.0,0.04
10293,1,employed,1,28414,0.63644773,0.06461651331810417
10294,1,employed,1,18230,0.0,
10295,1,student,0,0,0.9584083,
10296,1,employed,1,7224,0.11623242,
10297,1,employed,1,8052,0.69372237,
10298,1,student,0,0,0.4947665,
10299,1,employed,1,18962,0.0,
10300,1,retired,1,1572,0.29321343,
10301,0,retired,0,1239,0.0,0.05539311412109098
10302,0,employed,1,10063,0.57768303,
10303,1,employed,1,8362,0.78077823,
10304,0,employed,1,11037,0.46633276,
10305,1,employed,1,63025,0.0,0.040099761549696814
10306,0,employed,0,6700,0.27051079,
10307,0,employed,0,7503,0.0,
10308,0,employed,1,5850,0.5573954,
10309,0,employed,0,11562,0.029789109,
10310,1,employed,0,9326,0.055873368,
10311,0,employed,1,7721,0.0,
10312,1,employed,0,24091,0.79687274,
10313,1,student,0,0,0.87608129,
10314,1,retired,1,4872,0.0,
10315,1,retired,1,21762,0.25129697,
10316,0,unemployed,0,9852,0.74093467,
10317,1,retired,1,5147,0.2490987,
10318,1,employed,0,7236,0.0,
10319,1,student,0,0,0.7228471,
10320,0,employed,1,7360,0.01889543,
10321,1,employed,0,10065,0.0,
10322,1,student,0,0,0.91734582,
10323,1,retired,1,26768,0.24892931,0.04471263721282608
10324,1,student,0,0,0.98116875,
10325,1,employed,1,8749,0.56429964,
10326,0,employed,1,12686,0.81752992,
10327,1,employed,1,15285,0.0,
10328,1,retired,0,6637,0.052758377,
10329,0,retired,0,4661,0.11147352,
10330,0,retired,1,2659,0.3013868,
10331,1,employed,1,27591,0.67888832,0.08832520506193409
10332,1,employed,1,228271,0.55839711,0.04
10333,1,employed,1,7885,0.50516313,
10334,1,employed,1,15184,0.36249721,
10335,1,unemployed,1,75450,0.0,0.04
10336,0,employed,1,55251,0.0,0.040256018825945
10337,0,employed,0,5954,0.41016191,
10338,0,employed,1,9768,0.77758414,
10339,1,employed,1,20381,0.13360268,
10340,0,employed,1,15179,0.2545841,
10341,0,retired,0,8001,0.008751954,
10342,1,unemployed,0,17638,0.45830488,
10343,0,employed,1,12598,0.65402395,
10344,1,employed,1,15980,0.56357616,
10345,1,employed,0,8652,0.0,
10346,1,employed,1,20792,0.66943151,
10347,0,retired,1,8181,0.18499377,
10348,0,employed,1,15087,0.61710215,
10349,1,employed,1,13068,0.66330236,
10350,1,employed,1,7808,0.50863373,
10351,1,employed,1,5854,0.17825192,
10352,1,employed,1,13097,0.52264363,
10353,1,retired,0,9214,0.0,
10354,1,retired,0,8702,0.0,
10355,0,student,0,0,0.12497178,
10356,1,employed,0,21107,0.61183113,
10357,1,unemployed,1,7658,0.042046636,
10358,1,retired,0,4479,0.0,
10359,1,employed,1,17299,0.7835952,
10360,1,employed,1,6247,0.63872993,
10361,0,employed,1,68177,0.74774963,0.04219104362912853
10362,1,student,0,0,0.28519964,
10363,0,student,0,20179,0.96126139,0.08044453343745103
10364,0,unemployed,1,7841,0.73273998,
10365,1,employed,1,11960,0.56800884,
10366,0,employed,0,93243,0.090114318,0.040556203499302966
10367,1,employed,0,10940,0.0,
10368,1,employed,1,9177,0.0,
10369,1,student,0,0,0.86469615,
10370,1,employed,1,6433,0.51172495,
10371,1,retired,0,161770,0.31996757,0.05295164766553099
10372,0,employed,0,13976,0.9109298,
10373,1,employed,0,13445,0.23570503,
10374,1,employed,1,18058,0.45735589,
10375,1,employed,0,10122,0.074744105,
10376,1,employed,1,15052,0.57131976,
10377,1,retired,1,3689,0.0,
10378,1,retired,0,16790,0.0,0.08945710491154957
10379,1,employed,1,13726,0.97285378,0.058962341213106756
10380,1,student,0,0,0.77066052,
10381,1,retired,0,14107,0.0,
10382,1,unemployed,1,7291,0.0,
10383,0,employed,1,50294,0.11164919,0.04952691597625959
10384,0,student,1,22839,0.023221817,0.0837293264788497
10385,1,employed,1,7763,0.69761944,
10386,1,employed,1,7842,0.0,
10387,1,student,0,0,0.081037708,
10388,0,retired,1,2723,0.30091882,
10389,1,employed,1,21253,0.0,0.0683212600947036
10390,1,employed,1,5496,0.90299821,
10391,1,employed,1,15412,0.28427875,
10392,1,student,0,0,0.92148906,
10393,1,employed,1,17375,0.0,
10394,0,employed,1,6285,0.20295991,
10395,0,student,1,11392,0.84126389,0.06494461165435544
10396,1,employed,1,134892,0.96504372,0.04200400801603207
10397,0,unemployed,1,15621,0.0,0.06381747749391321
10398,0,unemployed,0,0,0.75032198,
10399,1,employed,1,5753,0.0,
10400,1,employed,0,12898,0.25623441,
10401,1,employed,0,31460,0.66594899,0.04808078529841497
10402,1,student,0,5281,0.11591729,
10403,0,retired,0,11271,0.0,
10404,1,retired,1,4491,0.12637231,
10405,1,employed,1,7085,0.89728701,
10406,1,retired,0,26117,0.24841936,0.05001930464538482
10407,1,employed,0,7583,0.0,0.09079751241710467
10408,0,retired,0,38111,0.0,0.08549337850391456
10409,1,retired,1,14988,0.0,
10410,1,student,0,0,0.8175258,
10411,0,student,1,12650,0.0,
10412,1,unemployed,1,0,0.63552207,
10413,0,employed,0,12773,0.21477628,
10414,1,student,0,0,0.6133188,
10415,0,employed,1,23364,0.67385077,
10416,1,unemployed,1,0,0.014190127,
10417,0,employed,0,19835,0.83260667,
10418,1,employed,1,7395,0.29545382,
10419,1,employed,1,26380,0.0,0.07721610363233058
10420,1,unemployed,1,19564,0.0,0.05280208114851566
10421,1,employed,1,11245,0.23752037,
10422,1,employed,1,22121,0.8731553,0.06186375803758732
10423,0,student,0,0,0.65772277,
10424,1,employed,1,8745,0.7613278,
10425,1,student,0,0,0.40093839,
10426,1,unemployed,1,0,0.81725371,
10427,1,employed,1,7341,0.50421327,
10428,0,retired,0,4998,0.28336418,
10429,0,retired,0,7346,0.0,
10430,1,employed,0,27392,0.7396639,0.04910289024060312
10431,1,employed,1,8128,0.39786875,
10432,1,employed,1,5992,0.41192475,
10433,1,employed,1,9887,0.0,0.06243172240773717
10434,1,employed,1,6104,0.84757978,
10435,0,employed,1,12365,0.044893425,
10436,1,employed,1,9343,0.81585807,
10437,1,employed,1,9567,0.16913499,
10438,1,employed,1,17476,0.72357982,
10439,1,employed,1,25759,0.24027725,0.08906128073154987
10440,0,retired,0,6433,0.24679613,
10441,1,student,0,0,0.73435313,
10442,1,employed,1,30527,0.52593201,0.04516312500718615
10443,1,employed,1,6042,0.00147515,
10444,1,student,0,0,0.030949179,
10445,1,student,0,0,0.90173924,
10446,0,employed,0,13466,0.64143634,
10447,1,unemployed,0,5828,0.93465072,
10448,1,student,1,0,0.83790076,
10449,0,student,0,5900,0.0,
10450,1,employed,1,11795,0.5191099,
10451,0,employed,1,9087,0.56230199,
10452,1,employed,0,6464,0.58370537,
10453,1,employed,1,27541,0.09429276,0.0793774152607003
10454,1,employed,1,16670,0.54793942,
10455,0,unemployed,1,7763,0.82761127,
10456,0,employed,0,166094,0.0,0.04
10457,0,employed,0,9238,0.0057138545,
10458,1,retired,0,63952,0.0,0.04084953932761867
10459,1,unemployed,0,28149,0.36220625,
10460,0,retired,0,5190,0.14821875,
10461,0,student,0,0,0.08799912,
10462,1,employed,1,15609,0.47737402,
10463,0,employed,0,7997,0.66107225,
10464,1,employed,1,120918,0.53894114,0.04888101416450914
10465,0,unemployed,1,7339,0.017924128,
10466,0,retired,1,3991,0.0,
10467,1,employed,0,5552,0.60330957,
10468,1,student,0,4075,0.98565149,
10469,1,employed,1,36097,0.0,
10470,1,employed,0,26168,0.0,
10471,1,employed,0,32868,0.64848071,
10472,1,employed,0,14977,0.55338013,
10473,1,employed,1,21143,0.70499802,
10474,1,employed,0,5335,0.74725235,
10475,0,unemployed,1,22129,0.50581026,0.04830125436736821
10476,0,unemployed,1,0,0.0,
10477,0,retired,1,7238,0.22866389,
10478,0,employed,0,6453,0.50351346,
10479,0,student,0,0,0.95386374,
10480,1,employed,0,5512,0.0,
10481,1,retired,1,11869,0.20874462,
10482,1,retired,1,5566,0.11254829,
10483,0,employed,1,28031,0.3232356,
10484,1,retired,0,6790,0.0,
10485,1,employed,1,6135,0.22992636,
10486,1,unemployed,1,13609,0.0,0.06490004079082626
10487,1,employed,1,11427,0.92351478,
10488,1,retired,0,5,0.0,
10489,1,employed,1,38471,0.5054583,0.04480371849266202
10490,1,employed,0,38710,0.72573423,0.05023803691278179
10491,1,employed,1,5774,0.77349353,
10492,1,employed,1,12341,0.03678216,
10493,1,employed,1,78334,0.43252486,
10494,1,unemployed,1,13676,0.32087809,
10495,0,student,0,11666,0.94605279,
10496,1,employed,1,22957,0.57873416,0.07630938500366585
10497,1,employed,0,7209,0.0,
10498,0,student,0,0,0.56874746,
10499,1,retired,1,15324,0.16070226,0.0550461443235441
10500,1,employed,1,45948,0.59073007,0.040588525576661816
10501,0,employed,1,7462,0.13841394,
10502,0,employed,1,4708,0.66372824,
10503,1,retired,1,67699,0.029779475,0.04251923381659072
10504,1,employed,1,10812,0.17646603,
10505,0,employed,1,10796,0.42493719,
10506,1,employed,1,361560,0.6934799,0.04014082442642786
10507,1,retired,1,8270,0.23633353,
10508,1,student,0,0,0.62505066,
10509,0,employed,1,14227,0.52829319,0.08011107491370197
10510,1,unemployed,1,6448,0.62477517,
10511,0,employed,0,11924,0.99034524,
10512,1,unemployed,1,8905,0.40043038,
10513,0,employed,1,14545,0.55899781,
10514,1,unemployed,1,10034,0.0,
10515,1,retired,0,4090,0.16999462,
10516,0,student,0,0,0.47158915,
10517,1,retired,0,5543,0.0,
10518,1,employed,0,8032,0.0,
10519,0,retired,1,3063,0.0,
10520,0,employed,1,4762,0.44559005,
10521,1,employed,1,49812,0.0,0.0407336639794083
10522,1,employed,1,12248,0.0,
10523,0,employed,1,24875,0.6129837,0.057772211930888384
10524,1,student,0,0,0.79346693,
10525,1,employed,1,17772,0.62722629,0.08481157682443889
10526,0,employed,1,6920,0.29481885,
10527,0,student,0,0,0.0,
10528,1,employed,1,78070,0.27578852,
10529,1,employed,1,19566,0.31946498,0.08863332581858455
10530,1,employed,1,10051,0.57598168,
10531,1,employed,1,7476,0.61119628,
10532,1,unemployed,1,11489,0.53770798,
10533,1,student,0,0,0.91691667,
10534,1,employed,1,17339,0.79853517,
10535,0,employed,1,8138,0.0,
10536,0,employed,0,21017,0.68539679,
10537,0,employed,1,7071,0.0,
10538,1,employed,1,25571,0.083660424,
10539,1,retired,0,4757,0.0,
10540,1,employed,0,81717,0.0,0.04154472562647209
10541,1,employed,0,5163,0.54957324,
10542,1,student,0,3781,0.92477626,0.06967336233861425
10543,1,employed,1,43946,0.0,
10544,1,employed,1,36803,0.73074663,0.051029004918569015
10545,1,employed,1,6165,0.43600863,
10546,1,student,0,14010,0.9221034,
10547,1,employed,1,7567,0.50139225,
10548,1,employed,0,21570,0.7304346,0.05587989926964426
10549,1,employed,1,30260,0.55113786,0.07817082793153696
10550,1,employed,1,7531,0.66727054,
10551,0,student,0,0,0.71117693,
10552,1,employed,1,7996,0.50662583,
10553,1,employed,0,8986,0.62112373,
10554,1,employed,0,8542,0.81914818,0.08647117900277168
10555,0,employed,1,9053,0.0,
10556,1,employed,1,6691,0.55444527,
10557,0,employed,1,21311,0.0,0.07923533048631798
10558,0,unemployed,0,7916,0.50331604,
10559,1,student,0,0,0.081390172,
10560,1,employed,1,24485,0.0,0.07530850659210736
10561,1,student,0,46291,0.025607487,0.043392516989524184
10562,0,employed,1,5113,0.029268343,
10563,0,unemployed,0,0,0.50495219,
10564,1,retired,1,8267,0.28086621,
10565,0,unemployed,1,0,0.0,
10566,1,employed,0,10166,0.0,
10567,1,unemployed,1,0,0.5290857,
10568,1,employed,1,12708,0.61637807,
10569,1,employed,1,79636,0.0,
10570,1,student,0,0,0.73515087,
10571,0,employed,1,8754,0.0,
10572,1,employed,1,17441,0.0,
10573,1,employed,1,8332,0.027812777,
10574,1,employed,1,11406,0.90510929,
10575,0,student,0,0,0.7604031,
10576,1,employed,0,8477,0.0,
10577,1,employed,1,16829,0.0,
10578,1,retired,0,15403,0.076953463,
10579,1,employed,1,11851,0.045661621,
10580,1,employed,1,11787,0.82880998,
10581,0,retired,0,4838,0.0,
10582,1,employed,1,10592,0.0,
10583,0,student,0,0,0.739268,
10584,1,employed,1,7926,0.68177855,
10585,1,employed,1,22956,0.0,0.08036572004683748
10586,1,unemployed,0,7317,0.3162221,
10587,1,employed,1,12126,0.65678304,
10588,1,employed,1,14039,0.070783876,
10589,1,employed,1,9559,0.7591691,
10590,0,student,0,0,0.44269916,
10591,0,unemployed,1,8926,0.85907513,
10592,1,employed,1,12073,0.0,
10593,1,employed,0,46486,0.0,0.060887531135512846
10594,0,employed,1,20494,0.0,
10595,1,student,0,0,0.081436828,
10596,0,student,0,5787,0.80113262,
10597,1,unemployed,1,0,0.63103026,
10598,0,employed,1,9042,0.28501448,
10599,0,employed,1,11302,0.93374616,
10600,0,employed,1,7687,0.99028778,0.09232061168108033
10601,0,student,0,0,0.9965052,0.06964141655337727
10602,1,employed,0,418990,0.69966018,0.040800640512409926
10603,0,employed,1,4701,0.65686435,
10604,0,employed,1,4209,0.080798902,
10605,0,student,0,11429,0.78084803,0.06631405805137615
10606,1,employed,1,32827,0.67887872,0.07660035287615949
10607,1,employed,0,6909,0.5948236,
10608,1,employed,0,9259,0.04123855,
10609,0,employed,1,5480,0.77436787,
10610,1,employed,1,8091,0.63404709,
10611,1,employed,1,52918,0.5416103,
10612,1,employed,1,6277,0.56608462,
10613,1,unemployed,1,0,0.54058802,
10614,1,student,0,0,0.83536261,
10615,1,employed,1,14574,0.55274081,
10616,0,employed,1,6545,0.91557479,
10617,1,employed,1,6649,0.55931252,
10618,0,employed,1,7099,0.35300413,
10619,1,student,0,0,0.29630125,
10620,1,employed,1,276846,0.0,0.04
10621,1,employed,1,6551,0.0,
10622,1,retired,1,13477,0.2657882,
10623,0,employed,0,17977,0.79471946,0.06081100472685547
10624,0,employed,1,6149,0.68255061,
10625,0,employed,0,7902,0.050466243,
10626,1,retired,1,4861,0.21836953,
10627,1,employed,1,23131,0.75785494,
10628,1,employed,1,6716,0.037058357,
10629,1,student,0,0,0.7516979,
10630,0,employed,1,36171,0.48390204,0.05854209454104675
10631,1,retired,0,368321,0.22411366,
10632,0,employed,1,10831,0.0,
10633,1,employed,1,52920,0.30266505,0.04921271713936943
10634,1,employed,1,9213,0.090836607,
10635,1,retired,1,8380,0.0,
10636,1,employed,1,12324,0.46678051,
10637,0,employed,1,54764,0.77947026,0.042278861644020026
10638,1,employed,1,8517,0.59511298,
10639,1,employed,1,56401,0.0,0.04112858389615279
10640,0,employed,1,7553,0.068644226,
10641,1,employed,1,26351,0.48991886,0.0679071591938755
10642,0,employed,1,6643,0.45836428,
10643,1,retired,1,19652,0.0,
10644,0,retired,1,3066,0.13230695,
10645,1,student,0,0,0.0,
10646,1,employed,1,21829,0.0,0.082134052517363
10647,0,student,0,0,0.91282552,
10648,1,retired,1,5691,0.23539229,
10649,0,retired,1,4396,0.0,
10650,1,retired,0,7371,0.0,
10651,0,employed,1,7412,0.0,
10652,1,employed,1,9399,0.63527644,
10653,1,student,0,0,0.042632569,
10654,1,employed,1,34696,0.57313484,
10655,1,employed,1,18428,0.68342131,
10656,0,unemployed,1,9189,0.0,
10657,1,employed,1,15479,0.894876,0.06821845527865963
10658,1,employed,1,62987,0.56318688,0.040173404492789534
10659,1,unemployed,1,21651,0.57591844,0.04591761963196734
10660,1,employed,1,10023,0.17255378,
10661,1,employed,1,14917,0.5011518,
10662,0,unemployed,1,11626,0.20439054,
10663,1,employed,0,14885,0.86245787,
10664,0,employed,1,28100,0.0,0.04323912803554816
10665,1,student,0,27700,0.9227041,0.04028579594169763
10666,1,employed,1,22749,0.98336875,0.06872386088416003
10667,1,unemployed,1,6442,0.49081373,
10668,1,student,0,0,0.91009426,
10669,1,employed,0,7866,0.22065485,
10670,1,student,0,11547,0.0,0.051723291224093616
10671,0,employed,0,9613,0.65661228,
10672,1,employed,0,9303,0.53916591,
10673,1,employed,0,12848,0.56124103,
10674,0,employed,1,8138,0.817316,
10675,1,employed,1,289192,0.80443144,0.04048929865058575
10676,1,employed,0,6483,0.041746493,
10677,1,student,0,4114,0.8878966,
10678,1,employed,1,9224,0.80317354,
10679,1,employed,1,10407,0.84756917,
10680,1,employed,1,6634,0.015919643,
10681,1,employed,1,7275,0.5623312,
10682,1,employed,0,5641,0.25824648,
10683,1,employed,1,35842,0.51014578,0.042364427016274034
10684,1,employed,1,7248,0.54485589,
10685,1,employed,1,11644,0.42206985,
10686,0,unemployed,1,19963,0.73595768,0.04422336403012558
10687,1,unemployed,1,0,0.9031955,
10688,1,employed,0,22837,0.0051857065,
10689,1,employed,1,32135,0.39816993,0.06878305737277236
10690,1,employed,0,7322,0.83058006,
10691,1,unemployed,1,0,0.0,
10692,1,student,0,0,0.96597975,
10693,1,unemployed,1,0,0.95219046,
10694,1,employed,1,29318,0.69832587,0.05528822957882797
10695,1,employed,1,11999,0.0,
10696,1,employed,1,26905,0.20095795,
10697,1,employed,0,11788,0.0,
10698,1,retired,0,7305,0.02521438,
10699,1,employed,1,8785,0.77491653,
10700,1,student,0,0,0.61446607,
10701,1,retired,1,23243,0.0,0.043508810135389084
10702,1,student,0,0,0.91007364,
10703,0,unemployed,1,0,0.6333515,
10704,0,student,0,0,0.89874446,
10705,0,retired,1,8402,0.0,
10706,1,employed,1,11105,0.91099453,
10707,0,employed,1,8941,0.0,
10708,1,employed,0,5250,0.0,
10709,0,retired,0,11654,0.061164785,
10710,0,unemployed,1,27775,0.58260989,0.06734157721188809
10711,1,student,0,0,0.86892283,
10712,0,employed,1,8749,0.33551672,
10713,1,employed,1,8766,0.12155793,
10714,0,employed,1,14733,0.16330855,
10715,1,employed,1,24002,0.71474367,0.07325216056968645
10716,1,unemployed,0,0,0.15123791,
10717,0,employed,1,8537,0.24101077,
10718,1,employed,1,68168,0.52250487,0.04265579408797226
10719,0,student,0,0,0.91325092,
10720,0,retired,0,4998,0.0,
10721,1,unemployed,0,7507,0.79681516,
10722,1,unemployed,1,17032,0.79692906,0.08918673545142003
10723,0,employed,0,9472,0.06279172,
10724,1,employed,1,28293,0.89452893,0.044955525093935064
10725,1,student,0,0,0.77109605,
10726,1,student,0,0,0.85556251,
10727,1,employed,0,6622,0.58752197,
10728,0,retired,1,11387,0.0,
10729,0,retired,0,52373,0.0,0.04267379679144385
10730,1,student,1,0,0.82094437,
10731,0,retired,0,2674,0.33562762,
10732,1,employed,0,30552,0.25966144,
10733,0,retired,1,137320,0.0,0.04
10734,1,unemployed,1,0,0.77101964,
10735,1,student,0,0,0.91283309,
10736,1,retired,0,6954,0.24020612,
10737,0,employed,1,9581,0.39440405,
10738,1,employed,0,15980,0.71213114,
10739,1,employed,1,66249,0.11312596,0.045387355505513
10740,1,student,0,0,0.68631566,
10741,1,unemployed,1,10558,0.7717846,
10742,1,employed,0,15490,0.52162111,
10743,0,student,0,0,0.22153831,
10744,0,employed,1,6738,0.3661139,
10745,1,employed,1,6170,0.53135192,
10746,1,employed,1,7928,0.54206187,
10747,0,employed,0,20019,0.01468988,
10748,0,retired,0,4331,0.0,
10749,1,employed,1,5001,0.0,
10750,1,unemployed,1,34785,0.0,0.04201193348751886
10751,1,employed,1,9108,0.94970042,
10752,1,employed,1,11301,0.17823137,
10753,1,employed,1,17450,0.27788249,
10754,0,employed,1,8240,0.89955544,
10755,1,employed,1,10704,0.10298295,
10756,0,employed,1,5926,0.64367288,
10757,0,employed,1,11762,0.2670874,
10758,1,unemployed,1,0,0.0,
10759,0,unemployed,1,0,0.68755275,
10760,0,unemployed,0,0,0.17919354,
10761,0,employed,1,35019,0.52664268,0.04625980053233522
10762,1,unemployed,0,9423,0.0,
10763,0,student,0,0,0.88859195,
10764,1,student,0,0,0.4931964,
10765,1,employed,1,12893,0.52674264,
10766,0,employed,0,9421,0.0,0.06166445426408012
10767,0,retired,1,1243,0.2966339,0.07395362638075306
10768,1,retired,0,12268,0.27279598,
10769,0,student,0,0,0.41577977,
10770,1,employed,0,8780,0.51571393,
10771,0,employed,0,16197,0.044471718,
10772,1,employed,1,14053,0.12349781,
10773,1,employed,1,8532,0.096591413,
10774,0,student,0,32311,0.22933105,0.06860196221038102
10775,0,employed,1,20122,0.72897941,
10776,0,employed,1,6657,0.64404136,
10777,1,employed,1,50094,0.38443369,0.04492006321813529
10778,1,retired,1,9707,0.0,0.08291949649182435
10779,1,employed,1,11882,0.0,
10780,1,unemployed,1,0,0.7802012,
10781,1,employed,1,12295,0.12584507,
10782,1,employed,1,9533,0.61151439,
10783,1,employed,0,13714,0.98689514,0.06862443219389983
10784,0,employed,1,10502,0.60427976,
10785,1,employed,1,33945,0.83796841,
10786,0,employed,0,17544,0.0,0.0574945022171654
10787,1,employed,1,54924,0.54377162,0.04901101170896206
10788,0,employed,1,74797,0.56832075,0.08389663873692663
10789,0,employed,1,10261,0.24037461,
10790,1,student,0,13159,0.8172102,0.08117060204574446
10791,1,employed,1,8447,0.58924514,
10792,1,student,0,4351,0.85933065,
10793,0,employed,1,11787,0.93473691,
10794,1,employed,0,8744,0.61470318,
10795,1,student,0,8607,0.83411342,
10796,0,employed,1,4791,0.075983621,
10797,0,employed,1,50647,0.48474255,0.042543560991585905
10798,1,employed,1,11758,0.0,
10799,1,student,0,7975,0.9287495,
10800,1,student,0,0,0.28483626,
10801,1,employed,1,28739,0.59777814,0.0925795570619032
10802,1,student,0,0,0.0,
10803,0,employed,1,9472,0.1806536,
10804,0,retired,1,11230,0.39633489,
10805,0,employed,1,7051,0.47789857,
10806,0,unemployed,1,31204,0.062503785,0.060862102578019536
10807,0,unemployed,1,10139,0.78011477,
10808,1,employed,1,70794,0.73774123,0.04026076302782516
10809,0,employed,0,35326,0.38022056,0.05579494816917833
10810,1,employed,0,67219,0.0,
10811,1,student,0,0,0.98971444,
10812,1,employed,1,14632,0.15642241,
10813,1,employed,1,36245,0.58447641,0.0601984044519617
10814,1,employed,1,10536,0.58907104,
10815,1,employed,1,28493,0.66781068,0.09068288388196527
10816,0,employed,1,4749,0.71566164,
10817,0,student,0,7888,0.21949923,
10818,1,employed,1,28983,0.31465626,
10819,1,unemployed,0,14721,0.0,
10820,1,employed,0,40341,0.0,0.06737863702896428
10821,1,retired,0,10246,0.36567596,
10822,1,employed,1,34425,0.0,
10823,1,unemployed,0,11485,0.52081138,
10824,0,unemployed,1,14152,0.61732233,
10825,1,employed,1,12237,0.13523722,
10826,1,employed,1,7724,0.29018706,
10827,0,employed,0,14225,0.49924421,
10828,1,student,0,0,0.41687244,
10829,0,employed,1,163928,0.58983386,0.04405406918449253
10830,1,employed,0,47103,0.53785455,0.06797970464688602
10831,1,employed,1,35086,0.77091289,0.07436755573424243
10832,1,employed,0,7569,0.0,0.09221238753580935
10833,0,employed,1,4495,0.54181075,
10834,1,retired,1,215,0.0,
10835,1,employed,1,5623,0.57407349,
10836,1,employed,1,7626,0.99201185,
10837,0,employed,1,4894,0.44645613,
10838,1,employed,1,11095,0.87711293,
10839,0,student,0,0,0.88447154,
10840,1,employed,0,76465,0.023020176,
10841,1,employed,1,19124,0.50243109,
10842,1,employed,1,6487,0.0,
10843,1,employed,0,8887,0.0,
10844,1,retired,1,10775,0.22260872,
10845,1,unemployed,1,11388,0.0,
10846,0,employed,1,6499,0.66380304,
10847,0,employed,1,6936,0.0,
10848,1,employed,0,9245,0.54904068,
10849,0,student,0,0,0.99316037,
10850,0,retired,0,2854,0.0,
10851,0,retired,1,14405,0.28497797,0.05130967960364773
10852,1,student,0,10691,0.96502435,
10853,1,employed,1,5501,0.98671454,
10854,0,employed,1,4657,0.60981655,
10855,0,unemployed,1,0,0.7881034,
10856,1,employed,1,6741,0.11315762,
10857,1,employed,1,10553,0.58507663,
10858,0,employed,1,9624,0.0,
10859,0,employed,1,7705,0.0,
10860,1,unemployed,1,87780,0.0,0.04
10861,1,unemployed,1,0,0.88529491,
10862,1,employed,1,5084,0.096696079,
10863,1,student,0,5190,0.99560803,
10864,1,student,0,0,0.79611874,
10865,0,retired,1,3717,0.0,
10866,0,student,0,0,0.85901999,
10867,1,retired,1,3807,0.0,
10868,1,retired,1,43938,0.024637582,0.058135451001602834
10869,1,employed,1,11274,0.38797325,
10870,1,retired,1,7657,0.19224441,
10871,1,employed,1,6644,0.0,
10872,0,retired,0,3881,0.20546019,
10873,1,employed,1,38140,0.03354862,
10874,1,employed,1,5854,0.63117766,
10875,0,retired,1,4454,0.33286446,
10876,1,employed,1,11320,0.58030719,
10877,1,employed,1,120314,0.32879755,0.04208142446384035
10878,1,employed,1,11340,0.0,
10879,1,unemployed,1,11582,0.0,
10880,1,employed,1,18628,0.19401459,
10881,1,employed,1,15661,0.0,
10882,1,employed,1,7851,0.15843289,
10883,1,employed,1,14173,0.037775826,
10884,1,employed,0,7574,0.15908848,
10885,1,student,0,6524,0.75979984,
10886,1,student,0,3123,0.86583757,
10887,0,employed,0,5818,0.65811968,
10888,1,employed,1,19966,0.47679329,
10889,0,employed,1,15395,0.0,0.08527720051830613
10890,1,student,1,0,0.13242736,
10891,1,employed,0,31139,0.52855551,0.07539036297872406
10892,1,employed,0,7481,0.38780871,
10893,1,employed,1,77130,0.0,0.04014667973922521
10894,0,employed,1,6529,0.0,
10895,1,employed,1,23788,0.51408929,
10896,1,student,0,93479,0.95695895,0.04267379679144385
10897,1,student,0,6444,0.4725039,
10898,1,employed,1,249971,0.09165097,0.0715393407110275
10899,1,student,0,22754,0.41795036,0.07872284596023633
10900,0,employed,1,20221,0.69276035,0.0791590201845655
10901,0,unemployed,0,0,0.72067511,
10902,1,retired,1,45337,0.29448396,0.04273624910247097
10903,1,employed,0,38542,0.14004411,
10904,1,retired,1,5067,0.028576186,
10905,1,employed,0,21245,0.29414222,
10906,1,student,0,0,0.41374722,
10907,0,employed,0,18591,0.0,
10908,0,employed,1,7815,0.60587388,
10909,1,employed,0,22259,0.64700222,
10910,1,unemployed,1,8627,0.038794346,
10911,1,employed,1,13410,0.17790309,
10912,1,unemployed,1,22145,0.52301967,0.07693716939119802
10913,0,retired,0,23975,0.0,0.0466911754925664
10914,1,employed,1,8348,0.72794026,
10915,1,retired,1,13936,0.0,
10916,1,employed,1,12709,0.31240562,
10917,0,unemployed,0,0,0.0,
10918,1,employed,1,8005,0.21878172,
10919,1,student,0,33726,0.89751709,0.04
10920,1,employed,0,186125,0.57299793,0.050071301887287874
10921,0,employed,1,4999,0.19299476,
10922,0,retired,0,7589,0.27782866,
10923,1,employed,1,11523,0.0,
10924,1,employed,1,22499,0.87277079,0.08226120317075214
10925,1,employed,1,13725,0.60292453,
10926,0,employed,1,19984,0.43330252,
10927,1,unemployed,0,6895,0.0,
10928,1,employed,1,1000000,0.041640293,0.04003361457527984
10929,1,employed,1,17697,0.82317042,
10930,1,employed,1,12474,0.50933051,
10931,0,retired,0,13133,0.0,
10932,1,employed,1,81872,0.49050215,0.04022076697601924
10933,1,employed,1,16396,0.18013668,
10934,1,student,0,0,0.73545879,
10935,1,unemployed,0,12073,0.0,
10936,1,unemployed,1,11188,0.53442138,
10937,0,employed,1,8565,0.0,
10938,1,employed,1,8378,0.94905239,
10939,1,student,0,0,0.99641299,
10940,1,student,0,0,0.84736788,
10941,0,unemployed,1,0,0.062328584,
10942,1,employed,0,5975,0.36818498,
10943,0,student,1,4479,0.36397326,
10944,1,employed,1,8385,0.63466889,
10945,1,employed,1,16995,0.81627941,
10946,1,employed,0,25286,0.34621367,0.07790380484957479
10947,1,employed,1,8117,0.68654811,
