id,sex,employment,marital,income,social2
108183,1,employed,0,9962,0
108184,0,employed,1,28709,.58747607
108185,1,employed,1,5328,0
108186,1,employed,0,12875,0
108187,1,student,0,17965,.87192452
108188,1,student,1,0,.30029568
108189,1,employed,1,101570,.031081151
108190,1,employed,0,11129,.82727802
108191,1,unemployed,0,9229,0
108192,0,employed,0,9485,0
108193,1,retired,0,27229,.18038684
108194,1,student,0,0,.9362672
108195,1,employed,1,10976,.90184301
108196,1,employed,1,7089,.53257298
108197,0,unemployed,0,0,.69273132
108198,1,employed,1,7689,.31751049
108199,1,employed,1,7368,.11275751
108200,1,employed,1,36867,.64588332
108201,0,unemployed,1,8038,.55115038
108202,1,employed,0,12846,0
108203,1,employed,1,94524,.87309098
108204,1,retired,0,6237,0
108205,1,employed,1,9081,.7048552
108206,1,employed,1,5989,.50254619
108207,1,student,0,0,.94938105
108208,0,employed,1,12461,.33799243
108209,1,employed,1,27742,.61060196
108210,1,student,0,3676,.88986558
108211,0,employed,1,19893,0
108212,0,retired,0,3443,.21608885
108213,1,retired,0,6827,.20514175
108214,1,employed,1,18587,0
108215,1,student,0,23592,.81185025
108216,1,retired,0,4107,0
108217,1,student,0,5494,.93405044
108218,0,employed,1,6754,.098117448
108219,1,retired,1,11273,.21793005
108220,1,employed,0,6123,.73760122
108221,1,student,0,29680,.84843534
108222,1,student,0,0,.90702933
108223,1,employed,1,13232,0
108224,1,employed,0,76202,.69013608
108225,0,employed,1,24483,.88375664
108226,1,employed,1,6515,.52803433
108227,1,retired,0,96259,0
108228,1,unemployed,1,22483,0
108229,1,student,0,9250,.99462813
108230,1,employed,0,26821,.88389045
108231,1,employed,1,27404,0
108232,1,student,0,0,.83974636
108233,1,employed,0,18784,.52508444
108234,1,employed,1,8061,.18264487
108235,1,unemployed,1,0,0
108236,1,student,0,0,.85372597
108237,0,student,0,0,.24205291
108238,1,employed,0,5570,.74674076
108239,1,employed,1,7257,.5556643
108240,1,employed,0,21607,.73068333
108241,0,employed,1,10391,0
108242,0,employed,0,6905,.51944715
108243,1,employed,0,23392,0
108244,1,student,0,0,.83711553
108245,1,employed,1,12109,.50042766
108246,1,employed,1,33073,0
108247,0,retired,1,38639,.1745815
108248,1,employed,0,23679,.44699162
108249,1,employed,1,7891,.61630547
108250,0,employed,0,32012,.76916361
108251,1,employed,1,5469,.71254444
108252,1,employed,1,30599,0
108253,0,employed,1,4928,.24473378
108254,0,unemployed,1,24297,.56158614
108255,1,employed,0,34111,0
108256,1,employed,0,5257,.6803928
108257,1,unemployed,1,7424,.81188858
108258,1,employed,1,6212,0
108259,1,employed,1,13116,.66261441
108260,0,student,0,0,.836245
108261,1,retired,0,17752,.029362738
108262,1,student,0,0,.65906566
108263,1,employed,1,12094,.15408348
108264,1,retired,0,3646,.14643033
108265,0,unemployed,1,0,0
108266,1,employed,1,9608,0
108267,1,unemployed,1,0,.53219408
108268,1,employed,1,48595,.48279861
108269,1,unemployed,1,8628,.64610481
108270,1,student,0,0,0
108271,0,student,0,0,.51370621
108272,0,student,0,0,.80041075
108273,0,unemployed,1,0,0
108274,1,employed,1,7348,.44965413
108275,0,unemployed,1,0,.78893578
108276,1,unemployed,1,0,0
108277,1,employed,0,11989,0
108278,1,employed,0,60266,0
108279,1,student,0,13404,.74365258
108280,1,employed,0,10916,.71578085
108281,1,student,0,0,.57411081
108282,0,employed,1,8231,.46385598
108283,1,employed,0,27376,.77760017
108284,1,employed,1,42512,.27458444
108285,1,student,0,3594,0
108286,0,employed,1,9552,.67856002
108287,0,employed,1,5463,.67994338
108288,0,employed,1,10878,.64623165
108289,1,employed,1,9699,.73224878
108290,1,employed,0,10158,.59820712
108291,1,employed,1,7199,.52813584
108292,1,employed,1,23556,.53457493
108293,0,unemployed,1,26558,.58150327
108294,0,student,0,3961,.11015765
108295,0,employed,1,6203,.038531605
108296,1,employed,0,17425,.97827381
108297,1,employed,1,10103,.032256227
108298,1,employed,1,11239,.50278342
108299,1,employed,1,9969,.19173828
108300,1,unemployed,1,5552,.5960452
108301,1,employed,0,20645,.51613683
108302,1,student,0,0,.83607709
108303,1,student,0,0,.041948035
108304,1,employed,1,20845,.58215922
108305,0,employed,1,21197,.61284345
108306,1,employed,1,5991,0
108307,1,employed,0,19839,.51112372
108308,1,student,0,5770,.9702608
108309,0,employed,0,15035,.7222715
108310,1,employed,1,16938,.47751054
108311,1,employed,1,6250,.66014796
108312,1,student,0,12880,.81399119
108313,1,employed,1,85305,.75624436
108314,1,employed,1,59876,.98305237
108315,1,employed,1,10633,.13526124
108316,1,employed,1,22013,.83144504
108317,0,employed,1,8676,.51780927
108318,0,employed,1,12666,.51581234
108319,1,employed,1,75537,.11502507
108320,0,employed,1,5588,.041431062
108321,1,employed,1,17523,.71500027
108322,1,unemployed,0,0,.52985179
108323,1,employed,0,8576,.050187353
108324,1,employed,0,23074,.55755895
108325,1,student,0,0,.93585408
108326,1,employed,1,32808,.86453938
108327,1,employed,1,5315,.60206145
108328,1,student,0,0,.86096191
108329,0,employed,0,23269,.81029445
108330,0,employed,0,15668,.82359827
108331,1,employed,0,17468,.61105353
108332,1,student,0,0,.74146384
108333,1,student,0,0,.91443223
108334,1,employed,0,34905,.61866802
108335,1,employed,1,39406,.69327599
108336,0,student,0,0,.47567067
108337,1,employed,1,6629,.76503932
108338,1,employed,1,13977,0
108339,1,student,0,18478,.92791045
108340,1,employed,1,9859,0
108341,1,employed,1,10517,.59588128
108342,1,employed,0,6156,.69960684
108343,1,employed,1,25060,.56069297
108344,1,employed,0,14146,.75138867
108345,1,student,0,0,.49511951
108346,0,retired,0,18313,.21966442
108347,1,employed,1,15011,.77816212
108348,1,student,0,6826,0
108349,0,student,0,0,.86799401
108350,1,employed,1,5502,.46287408
108351,0,employed,1,10921,.58670002
108352,1,student,0,0,.73174304
108353,1,retired,1,11861,.21655209
108354,0,employed,0,5558,.71637583
108355,1,retired,1,4397,.093858525
108356,1,unemployed,1,9061,.72276348
108357,1,student,0,11665,.9082914
108358,1,employed,1,32060,.51510537
108359,1,retired,1,3952,0
108360,0,employed,1,14867,0
108361,1,employed,1,61851,.26160297
108362,0,employed,1,93769,.96389472
108363,1,employed,1,5555,.24203329
108364,1,employed,0,38090,.67245877
108365,1,retired,1,3537,.012457801
108366,1,student,0,17423,.16894878
108367,1,employed,1,8575,.38309446
108368,1,retired,0,59548,0
108369,1,unemployed,0,0,.89839119
108370,0,employed,0,13240,.72025907
108371,1,student,0,0,.78951824
108372,1,employed,0,52728,.47082335
108373,1,retired,0,72023,0
108374,1,unemployed,1,13909,.12356199
108375,1,employed,1,18240,0
108376,1,employed,0,22448,.11584412
108377,0,retired,1,8437,.098828577
108378,0,unemployed,1,36733,0
108379,1,employed,0,10979,.57448709
108380,1,employed,0,7330,.97809869
108381,1,employed,1,12041,0
108382,0,retired,1,8833,.20826009
108383,1,employed,1,8575,0
108384,1,employed,1,11488,.55971247
108385,1,retired,0,17605,.0131822
108386,1,employed,1,18314,.004314336
108387,0,retired,1,5615,0
108388,1,employed,1,8081,.20501217
108389,0,student,0,0,.76692468
108390,1,unemployed,1,9481,.50582933
108391,1,employed,1,12475,.90989655
108392,1,unemployed,0,0,.65976351
108393,1,employed,1,20921,.042628542
108394,0,employed,1,5915,.60537916
108395,0,retired,1,3065,0
108396,1,employed,1,28349,.19991754
108397,1,unemployed,0,10266,.51989985
108398,1,employed,0,10022,.71871042
108399,1,student,0,17015,.57236522
108400,1,employed,1,41760,0
108401,1,student,1,8636,.46947068
108402,0,employed,1,14921,.79154932
108403,0,retired,0,308404,0
108404,0,employed,1,5068,.67517048
108405,0,retired,1,67022,0
108406,1,employed,1,8542,0
108407,1,unemployed,1,15859,0
108408,1,retired,0,9266,.37884563
108409,0,employed,1,12186,.24748333
108410,0,retired,1,8221,0
108411,0,employed,0,17653,.58748174
108412,0,employed,0,7804,.57503867
108413,1,employed,1,268706,.44739431
108414,0,employed,1,7133,.013987863
108415,1,employed,1,5820,.71518886
108416,1,retired,1,6148,.24520743
108417,0,unemployed,1,20856,.049114328
108418,1,unemployed,1,6626,.70762295
108419,1,employed,0,8289,.51227897
108420,1,employed,0,11901,.059325337
108421,0,student,0,0,.88372958
108422,1,employed,1,11282,.72891027
108423,1,unemployed,0,29334,.46929252
108424,1,employed,1,15108,.19934867
108425,0,employed,1,18752,.50401038
108426,1,retired,1,7539,.017950887
108427,0,employed,0,46613,.92689478
108428,1,employed,1,11719,.57066774
108429,1,employed,0,7364,.8690064
108430,0,student,0,12818,.7406944
108431,1,employed,1,15469,.72071594
108432,1,employed,1,11344,0
108433,0,employed,1,121611,.9865737
108434,1,employed,0,8627,0
108435,1,unemployed,1,0,0
108436,0,unemployed,1,0,.63620687
108437,1,retired,0,13384,.30981582
108438,1,employed,0,16690,.066121973
108439,0,employed,1,19049,0
108440,1,employed,1,12068,.57783979
108441,1,employed,1,7462,.56735116
108442,1,employed,1,13450,.57873511
108443,0,retired,1,17713,.02418226
108444,0,employed,1,37213,0
108445,0,employed,1,8853,0
108446,0,unemployed,1,0,.47372901
108447,1,student,0,12233,.3100071
108448,0,employed,1,16270,.45970654
108449,1,employed,1,8633,.24206875
108450,0,employed,1,72145,.91819757
108451,0,employed,1,26016,.61667275
108452,0,employed,1,9851,.62457085
108453,1,employed,1,51932,0
108454,1,employed,1,9528,.12026357
108455,1,student,0,30865,.14535034
108456,1,employed,0,13013,0
108457,1,student,0,0,.69618869
108458,1,employed,1,8275,.35878059
108459,0,employed,1,9164,.79406565
108460,0,retired,0,4416,0
108461,0,retired,0,9887,0
108462,0,unemployed,1,11696,.89652795
108463,0,student,0,11881,.87857026
108464,0,unemployed,1,12034,.66138893
108465,1,employed,1,12879,.80481637
108466,0,unemployed,1,8566,.24985781
108467,1,employed,1,11045,0
108468,1,employed,0,6231,.62929803
108469,1,retired,0,11864,0
108470,1,employed,1,24494,.61614281
108471,1,student,0,0,.87601203
108472,1,retired,1,20095,.087321505
108473,0,employed,1,7167,.55295789
108474,1,employed,1,7316,0
108475,0,employed,1,7321,.52797723
108476,0,unemployed,1,7422,.58756202
108477,0,employed,0,15680,.21189788
108478,1,employed,1,7537,.12300452
108479,0,employed,1,14542,.26535773
108480,1,retired,0,66517,0
108481,0,employed,1,11160,.51920795
108482,0,unemployed,0,33618,0
108483,1,employed,1,6400,.65480363
108484,1,employed,1,9951,.51979202
108485,1,employed,1,118049,.68545145
108486,0,employed,1,10959,.54032934
108487,0,student,0,0,.98599255
108488,1,employed,1,51621,.34911367
108489,1,retired,1,5421,.042450108
108490,1,employed,1,9286,.35158041
108491,1,employed,1,14630,.083090469
108492,1,student,0,0,.6209771
108493,1,employed,1,100012,.70643687
108494,1,employed,1,15944,.55662626
108495,0,retired,0,1000000,0
108496,0,employed,0,16879,0
108497,1,employed,1,9172,.15135489
108498,0,retired,1,3845,0
108499,1,retired,1,8719,0
108500,0,employed,0,17631,.61872441
108501,1,employed,1,14146,.83361363
108502,0,student,0,0,.91253352
108503,1,employed,1,41184,0
108504,0,employed,1,8194,.52371448
108505,0,employed,1,5313,.59295171
108506,1,employed,0,6967,.70924646
108507,1,employed,0,13643,.61194158
108508,1,retired,1,48587,.25411731
108509,1,employed,0,13457,0
108510,1,employed,1,10932,.45098582
108511,0,unemployed,0,0,.56361991
108512,1,employed,0,6197,.24321991
108513,1,student,0,7443,.91560113
108514,1,employed,1,53564,.20395873
108515,1,retired,1,4296,.25445113
108516,1,employed,0,68807,.44060966
108517,1,unemployed,1,0,.9035449
108518,0,employed,0,11645,.89927405
108519,1,retired,1,5291,.092653848
108520,1,employed,1,16307,.0072746873
108521,1,employed,1,7111,.70821178
108522,0,employed,1,38305,0
108523,1,employed,1,23897,.31200853
108524,1,student,0,0,.75310791
108525,1,employed,1,14091,0
108526,0,employed,1,6579,0
108527,1,student,0,0,.99411881
108528,1,employed,1,8390,.67815137
108529,1,employed,0,17411,.57571447
108530,1,employed,1,5963,.51188308
108531,1,retired,0,5983,0
108532,1,employed,1,22199,.54599375
108533,1,retired,1,6955,0
108534,1,employed,1,64849,.71931249
108535,1,unemployed,1,0,.19409744
108536,1,employed,1,8965,.14049277
108537,1,employed,1,20714,0
108538,1,student,0,10914,.79311705
108539,1,employed,1,9049,.63501823
108540,1,employed,1,92401,0
108541,1,retired,0,7313,.31811196
108542,1,employed,0,277326,0
108543,1,unemployed,1,12630,0
108544,1,employed,1,16147,.43941027
108545,1,employed,0,24080,.0069786361
108546,1,unemployed,1,0,.21348068
108547,1,employed,1,7426,.54644138
108548,1,employed,0,7948,.50016427
108549,1,employed,1,19117,.66867876
108550,0,employed,1,17463,.75047874
108551,1,student,0,0,.87693644
108552,1,employed,1,74878,.85593385
108553,1,employed,1,35298,.0678498
108554,1,employed,1,7065,.23038056
108555,0,unemployed,0,7630,.24322817
108556,0,retired,1,24311,0
108557,1,student,0,0,.87428939
108558,0,retired,0,6281,.10018805
108559,0,employed,1,22858,0
108560,1,employed,1,5964,.28693503
108561,0,unemployed,1,0,.17513753
108562,1,unemployed,1,0,.85200959
108563,0,unemployed,1,8682,.76522809
108564,1,unemployed,1,0,.26980385
108565,0,employed,1,8928,.15600775
108566,0,employed,1,6451,.12444014
108567,1,employed,1,7941,.5370791
108568,1,employed,1,7615,.44519496
108569,1,student,0,9334,.081123136
108570,1,employed,1,11531,.66993022
108571,0,employed,1,15847,.63333738
108572,1,employed,0,10136,.61600703
108573,1,unemployed,0,0,.3968206
108574,1,student,0,0,.85289925
108575,1,employed,1,19982,.13569354
108576,1,employed,1,25531,.66863954
108577,1,employed,1,61789,.52476013
108578,1,employed,1,7542,.2091991
108579,1,student,0,0,.98482543
108580,1,employed,0,160757,0
108581,0,retired,1,5995,.072800919
108582,1,employed,1,11653,0
108583,1,student,1,0,.44674286
108584,1,employed,0,28860,0
108585,1,employed,1,30814,.34582147
108586,0,employed,1,45167,.29435295
108587,1,retired,0,35672,0
108588,1,employed,0,49699,.34840098
108589,1,employed,1,14289,0
108590,1,retired,1,23089,.11931374
108591,1,employed,1,24086,.56464595
108592,0,student,0,0,.83414781
108593,1,employed,1,6471,.63466829
108594,1,employed,1,12952,.77117145
108595,1,employed,1,16609,.098577797
108596,1,student,0,0,.72772825
108597,1,retired,0,59489,.33132416
108598,1,employed,1,5879,.65099537
108599,1,employed,1,115728,.66917098
108600,1,employed,1,8889,.34612602
108601,0,student,0,0,.38957044
108602,0,student,0,0,.88721365
108603,1,employed,1,29910,0
108604,0,employed,1,28846,.59939802
108605,1,unemployed,1,11247,.050662093
108606,1,student,0,0,.90919048
108607,1,employed,1,19620,.58261031
108608,0,employed,1,11237,.82593042
108609,1,retired,1,5207,.37503284
108610,1,employed,0,30013,.53799611
108611,0,employed,1,24401,.46721208
108612,1,retired,1,5158,.32222837
108613,1,student,0,0,.92058092
108614,0,employed,0,28914,.51419997
108615,0,employed,1,8708,.63281643
108616,1,unemployed,1,0,.13944936
108617,1,student,0,0,.9804244
108618,1,employed,1,365619,.63328898
108619,1,employed,1,26733,.30947012
108620,0,student,0,0,.51765281
108621,0,student,1,10839,.92420107
108622,0,retired,0,3452,.2260371
108623,0,employed,1,45200,.75932294
108624,1,employed,1,6741,.5336014
108625,1,student,0,0,.27489647
108626,1,student,0,0,.86564708
108627,1,employed,1,84100,.82319462
108628,0,employed,0,22301,0
108629,0,employed,1,9512,0
108630,1,employed,1,7318,0
108631,1,employed,0,6457,.71246433
108632,1,employed,1,9076,.16527079
108633,1,employed,1,10519,.58155233
108634,1,employed,1,20151,0
108635,1,employed,1,18170,.30062917
108636,1,student,0,0,.73935568
108637,1,unemployed,1,8217,0
108638,1,student,0,0,.82525837
108639,1,retired,1,3740,0
108640,0,retired,0,10347,0
108641,1,employed,1,43546,.8998062
108642,0,employed,1,19013,.26361156
108643,1,employed,0,8233,.88152939
108644,1,student,0,4891,.80498558
108645,0,employed,1,5514,0
108646,1,employed,1,19613,0
108647,0,student,1,0,.88566679
108648,1,employed,1,28972,.88440865
108649,1,employed,1,21122,.79117137
108650,1,employed,0,7841,.51520705
108651,1,employed,0,32133,.1341753
108652,0,retired,0,139704,.13085784
108653,1,student,0,7551,.75762993
108654,1,employed,1,7010,.51495945
108655,1,employed,1,7480,.39358285
108656,1,employed,0,9521,.51192427
108657,1,employed,1,7057,.27466419
108658,1,student,0,100729,.75575602
108659,1,employed,1,36169,.045668159
108660,1,retired,0,4971,.25599277
108661,1,retired,1,9723,.28344813
108662,1,retired,0,26540,0
108663,1,employed,1,8115,.44130394
108664,1,retired,1,4125,0
108665,1,employed,1,67387,0
108666,1,employed,1,8225,.84018087
108667,1,employed,1,10206,.60531867
108668,1,employed,0,57592,.20998205
108669,0,unemployed,1,8122,.83114076
108670,1,employed,0,10298,.50418949
108671,1,employed,1,5710,.43222871
108672,1,student,0,0,.84456092
108673,1,employed,0,20417,0
108674,1,employed,1,14207,0
108675,0,employed,1,10222,0
108676,1,student,0,0,.761971
108677,1,employed,0,34751,.10495802
108678,0,employed,0,6505,.84816188
108679,0,employed,1,12653,.95397276
108680,1,unemployed,1,6551,0
108681,1,retired,0,19399,.2990846
108682,0,employed,1,6905,0
108683,0,employed,0,8522,.58975315
108684,1,employed,1,23362,.28425026
108685,1,employed,1,48819,.64305496
108686,1,employed,1,48569,.0064324583
108687,0,student,0,0,.84350938
108688,0,employed,1,5969,.73109639
108689,1,employed,0,51096,.019818874
108690,0,employed,0,49060,.84598917
108691,1,employed,1,14410,.091474704
108692,1,student,0,0,0
108693,1,unemployed,0,0,0
108694,1,employed,0,6232,.80346429
108695,1,retired,1,4448,0
108696,1,student,0,0,.85584056
108697,1,employed,1,10199,.80993295
108698,1,employed,0,35339,.44637808
108699,1,employed,0,28192,0
108700,1,student,0,0,.26191622
108701,0,retired,0,24086,0
108702,1,employed,1,28828,.063239329
108703,1,employed,1,9605,.70438212
108704,1,unemployed,1,0,.23869118
108705,1,employed,1,18647,.77617317
108706,1,employed,1,10091,.56843019
108707,1,employed,0,7644,.51108438
108708,0,unemployed,0,0,.59912026
108709,1,retired,0,23646,0
108710,1,employed,1,7807,.55147815
108711,0,unemployed,1,0,.89471394
108712,1,employed,1,387708,.36393052
108713,1,unemployed,1,0,.6928187
108714,0,employed,1,12312,.25876275
108715,0,employed,1,12400,.56986475
108716,1,employed,1,16187,.55328065
108717,1,employed,0,24217,.84131026
108718,1,student,0,3944,.7392258
108719,1,employed,1,14518,.44083011
108720,1,employed,1,5875,.53893614
108721,1,employed,1,28582,.65193975
108722,1,employed,1,9508,.18420692
108723,1,employed,0,5566,.75850517
108724,1,student,0,0,0
108725,1,employed,1,11268,0
108726,1,employed,1,10534,.3073788
108727,0,employed,1,13127,.31150272
108728,1,retired,0,8885,.35880896
108729,1,employed,1,9720,.79796767
108730,0,student,0,0,.87430513
108731,1,employed,1,17065,.88633007
108732,1,unemployed,0,0,.63564742
108733,1,employed,1,6356,.77572006
108734,1,employed,1,14422,.86552137
108735,1,student,0,6086,0
108736,0,unemployed,1,0,.73302364
108737,0,student,0,26022,.87283134
108738,1,employed,0,8614,.5666216
108739,1,student,0,0,0
108740,1,employed,1,9999,0
108741,1,student,0,0,0
108742,0,student,0,0,.63556343
108743,1,student,0,0,.9267748
108744,1,employed,1,18383,.64355338
108745,1,employed,1,21058,.70317692
108746,1,employed,1,7787,0
108747,1,employed,0,10138,.25316754
108748,1,employed,1,38620,0
108749,1,employed,1,11443,.12704325
108750,1,employed,1,6403,.59551829
108751,1,employed,1,18255,.63641876
108752,1,employed,0,14444,0
108753,0,unemployed,1,0,.39395556
108754,1,unemployed,1,23596,.11806501
108755,0,retired,0,4698,.21347539
108756,0,employed,1,19016,.65186077
108757,1,student,0,0,.15807243
108758,1,employed,1,11480,.83007914
108759,1,employed,1,50962,0
108760,1,student,0,0,.92555302
108761,0,unemployed,1,0,.53927642
108762,1,student,0,4386,.91810882
108763,0,student,1,0,.71983814
108764,1,employed,1,29823,.48803446
108765,1,employed,1,9517,0
108766,0,retired,1,8066,0
108767,1,employed,0,54967,.50423753
108768,1,student,0,0,.84145308
108769,0,student,0,0,.91736597
108770,1,student,0,0,.61678994
108771,1,unemployed,0,89657,.26006639
108772,0,unemployed,1,22683,.83614564
108773,1,employed,0,25900,0
108774,1,unemployed,1,0,0
108775,1,employed,1,6036,.10748803
108776,0,unemployed,1,0,.50280815
108777,1,employed,1,14614,0
108778,0,employed,1,7954,.70728499
108779,1,employed,1,13461,0
108780,0,employed,1,6839,.0018397932
108781,1,employed,1,10415,.30063003
108782,0,unemployed,1,10575,0
108783,1,student,0,6159,.68075645
108784,1,employed,1,19817,.63038903
108785,0,unemployed,1,11465,.9284097
108786,0,employed,0,26655,0
108787,1,employed,0,17343,0
108788,1,unemployed,0,0,0
108789,1,employed,1,29320,.50478679
108790,1,student,0,2574,.024551041
108791,1,retired,1,9132,.13349071
108792,0,employed,1,17856,0
108793,1,employed,1,8488,.25936076
108794,1,unemployed,1,0,0
108795,1,employed,1,50898,.67572063
108796,1,employed,1,9820,.51689392
108797,1,student,0,0,.8102228
108798,1,employed,1,57327,0
108799,1,employed,1,23389,.35726938
108800,1,employed,1,14282,.99623257
108801,1,student,0,0,.86991876
108802,1,employed,1,1000000,0
108803,1,employed,1,11133,0
108804,1,student,0,0,.9268617
108805,1,employed,1,11882,0
108806,1,retired,0,13311,.3724857
108807,1,employed,0,10894,.61525738
108808,1,employed,0,54717,.64683485
108809,0,employed,1,38078,.53431654
108810,1,employed,0,28208,.87538946
108811,1,student,0,0,.91843849
108812,1,student,0,10157,.78642684
108813,1,student,0,3235,.39461216
108814,1,unemployed,1,21024,.50498098
108815,0,employed,1,16201,.64140898
108816,0,unemployed,1,7176,.43271065
108817,1,student,0,0,.92596108
108818,1,retired,0,8938,0
108819,0,student,1,0,.53634584
108820,0,retired,1,6755,.11006071
108821,0,employed,1,60354,.35826552
108822,1,employed,1,5981,.45535833
108823,0,student,0,18857,.61455452
108824,1,employed,1,6791,.06239558
108825,1,employed,1,7182,.77478862
108826,1,retired,1,933,0
108827,1,student,0,10697,.85772675
108828,1,unemployed,1,0,.79101175
108829,1,retired,1,7886,.32124215
108830,1,employed,1,16953,.6837033
108831,1,student,0,0,0
108832,0,retired,1,10775,.26677823
108833,0,employed,1,13436,.54301441
108834,1,unemployed,1,57974,0
108835,1,unemployed,1,0,.28202757
108836,1,employed,1,22074,0
108837,1,employed,0,23469,.62101603
108838,1,unemployed,1,13259,.15019749
108839,0,employed,1,13111,.9402715
108840,1,employed,0,39560,.59760946
108841,0,unemployed,1,0,.82071722
108842,1,employed,1,29696,.68353748
108843,0,employed,1,9624,.57256335
108844,0,employed,1,11364,.55820352
108845,1,employed,0,13143,.062875681
108846,0,retired,1,7335,.27265227
108847,1,unemployed,1,25514,.014536726
108848,0,employed,0,11772,0
108849,1,employed,1,32477,.55171055
108850,1,employed,0,7019,.12341037
108851,0,employed,1,20741,.46986857
108852,0,employed,1,7322,.047302786
108853,1,employed,0,9920,.30546394
108854,0,retired,1,7003,.082807854
108855,1,employed,1,10135,.98906648
108856,0,retired,0,3730,.31662744
108857,1,employed,1,8679,0
108858,1,retired,1,5937,.01669658
108859,1,employed,0,6549,.53240681
108860,1,employed,1,13013,0
108861,1,employed,0,5736,.57709491
108862,0,employed,1,6895,0
108863,1,employed,1,15298,.68065077
108864,1,employed,1,13145,0
108865,1,employed,1,10282,.80600357
108866,0,unemployed,1,10533,0
108867,0,retired,1,9242,.20503946
108868,1,retired,0,4846,0
108869,1,student,0,0,.84964448
108870,1,employed,1,14037,0
108871,0,unemployed,0,10804,0
108872,0,student,0,0,.17765769
108873,1,employed,1,5365,.92888105
108874,0,retired,1,5374,0
108875,1,employed,1,6818,.65357846
108876,0,employed,1,13671,.4639011
108877,1,employed,1,7831,.55055785
108878,0,employed,0,34547,0
108879,1,employed,1,10097,0
108880,1,student,0,8078,.9045549
108881,0,employed,1,18243,.091981642
108882,1,student,0,3472,.93410122
108883,1,unemployed,0,10017,.15341142
108884,1,employed,1,26742,.58194935
108885,1,employed,1,6077,.66304833
108886,0,employed,0,12260,.62374192
108887,1,retired,1,4349,0
108888,1,employed,1,8635,.55077338
108889,1,employed,1,10339,0
108890,0,employed,1,14549,.29293761
108891,1,employed,1,27243,.68921405
108892,0,employed,1,25736,.57134563
108893,0,employed,1,4553,.57494646
108894,1,employed,1,132989,.54189682
108895,1,student,0,0,.85665756
108896,0,employed,1,5480,.1236015
108897,0,employed,1,17454,.77929205
108898,0,unemployed,1,0,.57811928
108899,0,employed,1,8577,0
108900,1,student,0,10596,.61550033
108901,1,employed,1,9957,0
108902,0,employed,0,13577,0
108903,1,student,0,0,.90656155
108904,1,employed,1,7526,.55868685
108905,1,student,0,0,.97424006
108906,0,employed,1,9769,.8387199
108907,1,employed,1,65481,0
108908,0,student,0,9745,.72784251
108909,1,employed,1,8840,.50868386
108910,1,unemployed,1,0,.10582955
108911,1,employed,1,71496,.130824
108912,1,student,0,11728,.3976106
108913,0,retired,0,14505,.12853666
108914,0,retired,1,128615,.2655409
108915,0,student,0,0,.21071562
108916,1,employed,0,12483,.082401842
108917,0,employed,0,13081,0
108918,1,retired,0,7953,.21513827
108919,0,employed,1,5426,0
108920,1,employed,1,45036,0
108921,1,employed,1,7867,0
108922,0,employed,1,41026,0
108923,0,student,0,25943,.19490236
108924,1,employed,1,10779,.70702946
108925,0,student,0,43417,.26522571
108926,1,unemployed,0,0,.44205478
108927,1,employed,1,20538,0
108928,0,employed,0,9654,.31301394
108929,1,student,0,0,.0040739053
108930,1,employed,1,12153,.3459639
108931,1,student,0,0,.9839806
108932,1,employed,1,10200,.54348654
108933,1,employed,0,11497,.456429
108934,1,student,0,0,.8942253
108935,0,employed,1,25312,0
108936,1,unemployed,0,28557,0
108937,1,employed,1,17905,.54058015
108938,0,retired,1,3573,.1403707
108939,1,employed,1,15812,.34560755
108940,1,student,0,17255,0
108941,1,student,0,0,.9637655
108942,1,employed,1,8250,.77632505
108943,1,employed,0,26652,.81446224
108944,1,unemployed,0,9789,.5510056
108945,1,employed,1,9879,.71246451
108946,1,employed,1,11105,.51966918
108947,1,student,1,34368,.13700299
108948,0,student,0,0,.79797351
108949,1,unemployed,0,46782,.55899197
108950,1,unemployed,1,0,.81717831
108951,0,unemployed,1,0,.53268629
108952,1,unemployed,1,36577,.17290704
108953,1,employed,1,52066,.65273166
108954,1,retired,1,6832,.0033360478
108955,1,student,0,36446,.83577269
108956,1,student,0,0,.84413117
108957,1,employed,1,20141,.6078406
108958,1,unemployed,0,0,.5423699
108959,1,employed,1,10342,.51619667
108960,1,employed,1,6474,.72621864
108961,1,student,0,3736,0
108962,1,employed,0,22528,.65869856
108963,1,employed,1,36190,0
108964,1,unemployed,1,0,.63726562
108965,1,employed,0,14745,.75369239
108966,1,employed,1,11758,.2980842
108967,1,employed,1,5766,.59508598
108968,0,unemployed,1,0,.49502486
108969,1,employed,0,46463,0
108970,1,employed,1,12800,.91157848
108971,1,employed,1,21097,.14403675
108972,1,retired,0,5298,.24237069
108973,0,employed,1,8589,.97055453
108974,0,retired,1,4114,0
108975,1,employed,1,6397,.68361199
108976,1,employed,1,12240,.37177289
108977,1,employed,1,5295,.029301934
108978,0,employed,0,162597,.5561111
108979,1,employed,0,13656,.43495086
108980,1,student,0,9825,.38992992
108981,1,employed,1,5524,0
108982,1,employed,1,34468,.75288457
108983,1,employed,1,39139,0
108984,1,student,0,0,.14744048
108985,1,retired,1,13871,.22009699
108986,0,employed,1,113162,.81497133
108987,0,student,0,20180,.64787626
108988,1,student,0,0,.14360295
108989,1,unemployed,0,0,.77627969
108990,1,employed,1,10034,.14571638
108991,1,employed,0,37954,0
108992,1,employed,1,19594,.66143793
108993,0,unemployed,1,6474,0
