id,sex,employment,marital,income,social2
207451,1,employed,1,17442,.20350966
207452,1,student,0,0,.96947563
207453,1,employed,1,49837,.20117863
207454,1,employed,0,15387,0
207455,0,employed,0,9419,.18967275
207456,0,employed,1,4250,.77785099
207457,1,student,0,0,.1623075
207458,0,employed,0,39268,.84205383
207459,1,employed,1,9735,.45236546
207460,1,employed,0,16841,.042487588
207461,0,employed,1,4910,0
207462,1,retired,1,4222,0
207463,1,employed,1,10873,0
207464,0,student,0,0,.47419494
207465,0,student,0,0,.88246095
207466,0,employed,1,202993,.24739774
207467,0,employed,0,7829,.55786717
207468,1,employed,1,11639,.012283908
207469,0,student,0,158798,.98667431
207470,1,retired,1,16329,0
207471,1,student,0,0,0
207472,1,employed,1,17784,.51365662
207473,1,employed,0,46500,.51114291
207474,0,employed,1,21631,.64228952
207475,1,student,0,4148,.73301774
207476,1,employed,1,14517,.65775186
207477,1,employed,0,22550,.60260558
207478,1,employed,1,8958,0
207479,0,student,0,0,.73050666
207480,1,unemployed,1,15480,.56180197
207481,1,employed,0,8344,.6063053
207482,1,retired,0,5582,.20244046
207483,1,retired,1,5578,.10444536
207484,0,employed,1,8128,.41527888
207485,0,employed,1,15258,.024828702
207486,1,student,0,0,.84061074
207487,0,employed,1,147703,.4867875
207488,1,employed,1,32732,.5486725
207489,1,student,0,0,.72769451
207490,1,employed,0,47438,.5020873
207491,1,employed,1,6318,.88596833
207492,0,employed,1,18768,.64029557
207493,1,retired,1,1594,.17111725
207494,1,employed,1,17567,.76961565
207495,0,employed,0,6896,.029765345
207496,0,retired,0,2735,.2121892
207497,1,employed,1,34950,.9012444
207498,0,retired,1,3483,.12152952
207499,1,employed,1,10947,.085056022
207500,1,employed,1,10624,.49478096
207501,0,unemployed,1,7108,.26650563
207502,0,employed,1,12251,.58531272
207503,0,unemployed,1,0,0
207504,1,unemployed,1,0,.070829727
207505,1,unemployed,0,0,.093920559
207506,0,employed,1,18262,.58104444
207507,1,employed,0,20528,.31771618
207508,1,employed,1,33333,.18784793
207509,1,employed,1,8348,.59859574
207510,1,employed,1,22070,.1007093
207511,1,employed,1,15373,.8888483
207512,1,employed,1,22931,.59290862
207513,1,employed,1,7776,.9846732
207514,0,retired,1,12924,.00065754435
207515,0,unemployed,1,17564,0
207516,0,employed,1,21137,.11574893
207517,0,employed,0,8184,.46616906
207518,0,retired,1,13021,.34961402
207519,1,unemployed,0,0,.35577026
207520,1,employed,1,15182,.50471485
207521,1,student,0,33967,.85765398
207522,1,student,0,6908,.89986026
207523,1,student,0,0,0
207524,1,student,0,0,.86191779
207525,1,employed,1,18690,0
207526,0,retired,1,5056,.21495771
207527,1,employed,0,15378,.075349458
207528,1,unemployed,1,0,0
207529,0,employed,1,8120,.60843265
207530,1,employed,1,9758,.61363542
207531,1,employed,0,11077,.52299654
207532,1,student,0,5571,0
207533,1,student,0,12114,.00042873624
207534,0,employed,1,7606,0
207535,1,employed,1,15939,0
207536,1,employed,1,8386,.6567229
207537,1,employed,0,10961,.48189831
207538,1,student,0,0,.63704044
207539,0,employed,1,31074,.63717151
207540,1,employed,1,10642,.76545429
207541,1,unemployed,1,6200,.88369912
207542,1,employed,1,97179,.1926641
207543,1,student,0,0,.20782015
207544,1,retired,0,8479,.26482663
207545,1,retired,0,7546,.26844314
207546,0,employed,1,5665,.56426787
207547,0,employed,1,5099,.17753744
207548,0,retired,1,4231,.051089901
207549,0,employed,0,24655,.81653261
207550,0,retired,1,5050,0
207551,0,student,0,0,.87227291
207552,1,employed,1,11705,0
207553,1,retired,1,962,.24981828
207554,0,retired,0,9950,.31436568
207555,1,employed,1,22185,.87323016
207556,1,employed,0,72102,.32965779
207557,0,unemployed,0,10982,0
207558,0,employed,1,5254,.339183
207559,1,employed,1,52586,0
207560,0,employed,0,15575,.65711075
207561,1,employed,1,212304,.508645
207562,1,student,0,0,.96280873
207563,1,employed,1,11710,.076088428
207564,1,employed,0,7818,0
207565,1,unemployed,1,7933,.52661103
207566,1,student,0,0,.31859723
207567,1,employed,0,16057,.82376635
207568,1,employed,1,23302,.54475361
207569,1,employed,1,41998,.68483442
207570,1,student,0,0,.99766105
207571,1,employed,1,9256,.37608108
207572,1,employed,1,30636,.38030949
207573,1,employed,1,9756,0
207574,1,employed,1,10292,.22056445
207575,1,employed,1,14278,0
207576,1,employed,1,6543,0
207577,1,student,0,0,.025337264
207578,1,employed,0,5251,.16822593
207579,0,retired,1,4517,0
207580,1,employed,0,38152,.59647423
207581,0,employed,1,4753,.95044595
207582,1,employed,0,47186,.72652042
207583,0,student,1,0,.088151947
207584,1,student,0,0,.29140595
207585,1,student,1,0,.72595924
207586,1,employed,0,12141,.62670952
207587,1,employed,0,44123,0
207588,1,employed,1,31543,.60680246
207589,1,employed,1,8073,.40730521
207590,1,student,0,0,.096949749
207591,1,employed,0,7568,0
207592,1,employed,1,50740,.5756557
207593,1,employed,1,20256,.67416006
207594,1,unemployed,1,0,.36824986
207595,1,employed,0,15148,.54266346
207596,0,student,0,8997,.84195572
207597,0,retired,1,28644,.30998555
207598,1,employed,1,8875,0
207599,0,retired,1,9106,.12889677
207600,1,employed,1,22355,0
207601,1,student,1,6258,.51748168
207602,1,employed,1,12141,.69571435
207603,0,unemployed,1,0,0
207604,0,unemployed,1,0,.082097404
207605,1,employed,1,85847,.87552631
207606,1,student,0,0,.9757551
207607,1,employed,1,7903,.34860006
207608,1,retired,0,13238,0
207609,1,employed,1,18620,0
207610,0,employed,0,223655,.13399461
207611,0,employed,0,6876,.45514581
207612,1,employed,1,9996,.50306606
207613,0,employed,1,13288,0
207614,1,employed,0,10656,.5904752
207615,1,student,0,0,.45380065
207616,0,employed,1,19110,.5343253
207617,1,unemployed,1,5793,.44802278
207618,1,employed,1,12745,.58569652
207619,1,employed,1,11969,0
207620,1,employed,1,34000,.3822313
207621,0,unemployed,1,0,0
207622,1,employed,1,9741,.86185813
207623,1,retired,1,14270,.25323841
207624,1,unemployed,1,0,.59903979
207625,1,employed,1,8766,.25847435
207626,1,employed,1,10016,.69645262
207627,1,student,0,0,.55611706
207628,1,employed,1,9509,0
207629,1,employed,1,199427,.56341666
207630,1,employed,1,8171,0
207631,1,student,1,0,.89805865
207632,1,employed,1,7813,.55307382
207633,1,employed,0,6927,.51833171
207634,1,unemployed,1,13026,0
207635,0,unemployed,1,74497,0
207636,1,employed,1,7303,.14938046
207637,1,employed,1,23675,.1891021
207638,0,employed,1,8647,0
207639,0,employed,0,7626,.508591
207640,1,employed,1,6832,.56638563
207641,0,employed,1,14195,.86494273
207642,0,retired,1,5901,.2086926
207643,1,employed,0,9724,.259045
207644,1,employed,0,33480,.25423717
207645,1,employed,1,13877,.82786947
207646,0,employed,1,7967,.084807754
207647,0,unemployed,1,6496,.12919119
207648,1,unemployed,0,0,.66657794
207649,1,employed,1,8293,.88795918
207650,0,employed,1,5354,.21619561
207651,0,unemployed,0,0,.53852099
207652,1,unemployed,0,20295,0
207653,1,retired,1,14346,0
207654,1,employed,1,13081,.65455639
207655,1,employed,1,33048,.62146515
207656,0,student,0,0,.98853827
207657,1,employed,1,15573,.32613245
207658,1,employed,1,75134,.47405502
207659,1,retired,1,52146,.23665603
207660,1,employed,1,6330,.24647292
207661,1,retired,1,54686,0
207662,1,employed,1,21833,.5798462
207663,0,student,0,0,.84610826
207664,0,employed,0,40807,.55879706
207665,1,employed,0,15125,0
207666,1,employed,1,9285,.67396975
207667,1,employed,1,28543,.64983493
207668,1,student,1,3076,.82889795
207669,1,employed,1,13854,.18616284
207670,0,employed,0,44137,.53153676
207671,1,employed,1,9797,.85772771
207672,1,employed,1,8761,.62710303
207673,1,unemployed,1,0,.70184606
207674,0,unemployed,0,0,.44931245
207675,1,student,0,7753,.9856118
207676,1,unemployed,1,0,.19702756
207677,0,employed,1,11943,0
207678,1,employed,1,9687,.50008214
207679,1,employed,1,22498,.011371808
207680,1,student,0,0,.27397856
207681,0,retired,1,3608,.31944329
207682,1,employed,1,10222,0
207683,1,employed,0,8822,.009772785
207684,1,employed,0,6116,.76902115
207685,1,employed,0,41855,0
207686,1,employed,1,9354,.10048438
207687,1,employed,1,20134,.82891124
207688,1,retired,0,6490,.13139525
207689,1,employed,1,8646,0
207690,0,unemployed,1,0,.45453298
207691,0,retired,0,4932,0
207692,0,retired,0,3878,.13938986
207693,1,employed,1,20406,.087165862
207694,1,employed,1,268251,.35763147
207695,1,retired,1,3405,0
207696,1,employed,1,16207,.18859375
207697,1,unemployed,1,5873,.67223841
207698,0,retired,1,2832,0
207699,1,student,0,0,.9005428
207700,1,employed,0,7702,.79279578
207701,1,employed,1,17923,.22285283
207702,0,retired,0,6726,.32300174
207703,0,unemployed,1,12548,.6339432
207704,1,employed,1,9000,.03832024
207705,1,employed,1,7336,0
207706,1,employed,0,7741,.95864803
207707,0,student,0,5055,.53228968
207708,1,retired,1,14785,0
207709,1,employed,1,7000,.75419825
207710,1,employed,0,11491,.85253692
207711,0,unemployed,0,8989,0
207712,0,retired,0,4700,.035156243
207713,1,student,1,0,.92502141
207714,1,unemployed,0,0,.70320976
207715,1,employed,0,7043,.50178427
207716,1,employed,0,5823,.39918867
207717,1,employed,1,13511,.60498613
207718,0,employed,0,37538,.89178497
207719,1,employed,1,9870,0
207720,1,student,1,14826,.13974509
207721,0,employed,1,27205,0
207722,0,student,0,0,.98348284
207723,1,employed,1,10835,.56790286
207724,0,employed,1,6785,.99674523
207725,0,unemployed,1,8991,0
207726,0,employed,1,10896,.23329911
207727,1,employed,0,21494,.14595081
207728,0,employed,0,24376,0
207729,1,employed,0,22520,.081912078
207730,0,employed,1,7547,.60797834
207731,1,employed,1,13557,.53019917
207732,1,employed,0,66357,.36417902
207733,0,employed,1,11057,.72904193
207734,1,student,0,11375,.93561804
207735,0,employed,1,19001,0
207736,1,employed,1,6445,.061906442
207737,1,employed,1,6558,.12600467
207738,0,employed,0,70941,.69420052
207739,0,employed,0,7337,.6842798
207740,0,employed,1,4319,.82476908
207741,1,employed,0,6132,.50025034
207742,1,employed,1,10599,0
207743,1,employed,1,9723,.71840519
207744,1,employed,1,5775,.32863304
207745,1,employed,1,8924,.96170056
207746,0,employed,0,7094,.61929786
207747,0,employed,1,5002,.72545147
207748,1,employed,0,31636,.59399998
207749,1,employed,1,20868,.025011644
207750,1,employed,0,8769,0
207751,1,employed,1,11679,.57663238
207752,1,employed,1,7081,.71533781
207753,1,unemployed,0,0,.71758723
207754,0,student,0,0,.95973325
207755,1,retired,0,10614,.1052499
207756,1,employed,1,29335,.54279935
207757,1,employed,1,19037,.573825
207758,1,employed,0,7086,0
207759,0,employed,1,11753,.71703726
207760,1,employed,1,35774,.68514615
207761,0,employed,1,6754,0
207762,1,unemployed,0,10386,.83137298
207763,1,employed,0,12577,.93074518
207764,1,employed,0,8432,.80201364
207765,1,employed,1,11656,.56174904
207766,1,employed,1,10220,.55611622
207767,1,student,0,10275,.78354955
207768,0,student,0,0,.74337482
207769,1,employed,1,9627,.18273239
207770,1,employed,1,13577,.72347909
207771,1,employed,0,19499,.78196239
207772,1,employed,1,21803,.52217954
207773,1,retired,1,4935,0
207774,1,employed,0,7662,.59515762
207775,1,employed,1,25865,.5839625
207776,1,employed,1,15140,.8286978
207777,1,employed,0,22484,.61180162
207778,1,employed,1,11071,.5350889
207779,0,student,0,9444,.79683203
207780,1,employed,1,9411,.7987411
207781,1,employed,1,18386,.66238582
207782,1,employed,1,1000000,.57530904
207783,0,employed,1,12329,.68881756
207784,1,employed,1,29495,.22799259
207785,1,student,1,0,.15798692
207786,1,retired,0,6050,.28385183
207787,1,employed,1,7743,.82157499
207788,1,employed,1,17740,.43388191
207789,1,unemployed,1,0,0
207790,1,employed,0,8142,.59512758
207791,1,employed,1,5537,.58701879
207792,1,employed,1,13058,.42756659
207793,0,employed,1,7934,0
207794,0,employed,1,5627,0
207795,0,retired,1,2693,0
207796,1,unemployed,0,0,.58536404
207797,1,employed,0,58419,.61015874
207798,1,employed,1,25640,.10364837
207799,1,student,0,4491,.8281374
207800,1,employed,1,17649,0
207801,1,unemployed,1,0,.53967178
207802,1,student,0,0,0
207803,1,employed,0,9941,.5390026
207804,1,employed,0,31255,.57661539
207805,0,unemployed,1,0,.51618743
207806,0,unemployed,1,38878,.66651756
207807,1,employed,1,27781,.33697525
207808,0,employed,0,11701,0
207809,1,student,0,0,.536843
207810,0,retired,1,2540,.071589917
207811,0,retired,0,3288,.21048658
207812,0,employed,1,17517,.5746997
207813,0,employed,1,24776,.59385997
207814,1,employed,1,9980,.33190617
207815,0,employed,1,4989,0
207816,1,employed,1,15238,.21767204
207817,1,student,0,26259,.83471453
207818,1,employed,1,11278,.53201658
207819,1,employed,1,7340,.15766563
207820,1,employed,0,15041,0
207821,0,retired,0,14643,.13883327
207822,1,employed,1,6483,0
207823,1,unemployed,1,7911,.4188537
207824,1,student,0,0,.67039806
207825,0,retired,0,3668,.091105536
207826,1,employed,1,8406,.11155123
207827,1,employed,0,10095,.83535707
207828,1,student,0,14013,.52149361
207829,0,employed,1,7001,0
207830,0,employed,1,5269,0
207831,1,employed,1,20457,.51070416
207832,1,employed,0,13828,.18490961
207833,1,employed,0,10497,.35973567
207834,1,student,0,4716,.99216294
207835,1,unemployed,0,0,.59246647
207836,1,retired,1,6127,.31257981
207837,1,employed,0,10234,.78285307
207838,0,student,0,0,.74943674
207839,0,retired,0,23455,.21381328
207840,1,unemployed,1,0,0
207841,1,unemployed,1,36223,.3168098
207842,1,employed,0,16537,.9812941
207843,0,unemployed,1,0,0
207844,0,employed,1,22851,0
207845,0,unemployed,1,0,.77229035
207846,1,employed,1,7461,0
207847,0,unemployed,0,8643,.50482267
207848,1,unemployed,1,11132,0
207849,1,employed,0,24455,.26096791
207850,1,employed,0,9433,.98562992
207851,1,unemployed,0,112704,0
207852,0,employed,1,13482,0
207853,1,unemployed,0,0,.075632229
207854,1,employed,1,10780,.59165651
207855,1,employed,1,13506,.085011534
207856,0,employed,1,8571,.7975806
207857,1,retired,1,10668,.22723782
207858,1,student,0,22730,.93623263
207859,1,employed,1,10315,.38581696
207860,1,employed,1,22572,.77431506
207861,1,student,0,0,.92168182
207862,1,employed,1,13991,.39512941
207863,1,employed,1,9328,.77019936
207864,0,student,0,0,.73578048
207865,1,student,0,0,.17203102
207866,0,employed,1,4471,0
207867,1,employed,1,8887,.58287841
207868,1,student,0,0,.40700835
207869,1,employed,0,10131,.10412457
207870,1,unemployed,1,0,.46323156
207871,1,employed,1,15229,.73257929
207872,1,student,0,3569,.32077882
207873,0,employed,1,39837,.25034297
207874,0,employed,1,17257,.59520233
207875,0,employed,0,11441,.1530973
207876,1,student,1,10982,.50404614
207877,1,employed,1,64224,.7296226
207878,0,employed,1,24920,.91968274
207879,1,student,0,0,.086303338
207880,0,employed,1,15880,0
207881,1,student,0,0,.73148656
207882,1,employed,1,7036,.13935488
207883,1,retired,1,28319,0
207884,1,employed,1,10708,0
207885,0,employed,1,5215,.5730046
207886,1,student,0,0,.31886384
207887,1,student,0,0,.94708729
207888,1,student,0,5830,.87488997
207889,1,student,0,0,.87379205
207890,0,student,0,0,.74688715
207891,0,employed,0,113018,.55228794
207892,1,employed,1,17915,.89833915
207893,1,employed,0,12815,.82160449
207894,0,employed,1,36269,.17544757
207895,1,employed,1,6033,0
207896,0,employed,1,9576,.066654436
207897,1,employed,1,7743,.65710539
207898,0,employed,1,9914,0
207899,1,employed,1,9931,.31425795
207900,1,employed,1,17887,.17577843
207901,1,employed,1,15085,.76138389
207902,0,employed,1,5633,.90721899
207903,0,student,0,4028,0
207904,1,student,0,9327,0
207905,1,employed,1,40747,.16891252
207906,1,student,0,13433,.88500029
207907,1,student,0,3711,.40355253
207908,1,retired,1,11097,.25729948
207909,1,employed,1,14184,0
207910,1,student,0,0,.37311617
207911,1,retired,1,16135,.20319164
207912,1,employed,1,64585,0
207913,1,employed,0,16611,0
207914,1,student,0,5829,.2356991
207915,1,student,0,0,.96031463
207916,1,retired,0,10690,.14415927
207917,0,retired,1,3253,0
207918,0,retired,0,150,.31691885
207919,1,employed,1,15834,.75347674
207920,1,employed,1,11035,.48331475
207921,1,employed,0,17910,.55498886
207922,1,employed,1,10760,.82225233
207923,1,retired,1,64617,.12535223
207924,0,student,0,16741,.96186763
207925,1,employed,1,1000000,.094140008
207926,0,student,0,0,.83835065
207927,0,student,0,6005,.89682847
207928,1,employed,1,10328,.1246962
207929,1,employed,1,8381,.26250023
207930,0,student,0,0,.98055744
207931,1,employed,1,243242,.18820545
207932,1,employed,1,9762,0
207933,1,employed,0,14007,.034430861
207934,1,employed,1,14421,.56856686
207935,1,student,0,0,.026639458
207936,0,employed,1,7517,.34413344
207937,1,employed,0,7448,.079448327
207938,1,employed,1,7172,.046106741
207939,1,student,0,0,.87944412
207940,1,unemployed,1,0,0
207941,1,student,0,4012,.99684268
207942,1,employed,0,8925,.44804242
207943,1,employed,0,6933,.5906716
207944,1,employed,1,19339,.33166945
207945,1,employed,0,20842,.17807037
207946,0,retired,1,11550,0
207947,1,employed,1,13217,.54742175
207948,1,retired,1,21958,0
207949,1,employed,1,28691,.68458629
207950,1,employed,1,26823,.69291288
207951,1,employed,0,24254,.36034769
207952,1,student,0,0,.89624977
207953,1,student,0,0,.46766698
207954,1,employed,0,19520,.66806495
207955,1,employed,1,6735,.541807
207956,1,employed,1,17495,.011312571
207957,1,employed,1,15982,.86949825
207958,1,employed,1,8940,0
207959,1,unemployed,0,19289,.51352596
207960,1,employed,1,14053,.87396729
207961,1,unemployed,1,0,.49990806
207962,0,retired,0,4274,.23256524
207963,0,unemployed,1,28726,0
207964,0,student,0,0,.31497949
207965,0,employed,0,14091,.41284382
207966,1,employed,1,6816,.71926457
207967,1,student,1,0,.95389694
207968,1,unemployed,0,7961,.65689069
207969,1,retired,0,651,.084472127
207970,1,employed,1,10602,.016786575
207971,0,unemployed,0,13523,.032714132
207972,0,retired,1,3986,.21677093
207973,0,retired,0,4276,.20511587
207974,0,employed,0,5564,.23345996
207975,1,employed,1,47645,.81022429
207976,1,employed,1,9399,.97771162
207977,1,unemployed,1,0,.82882643
207978,0,employed,1,17855,0
207979,1,employed,0,11860,0
207980,0,employed,1,7179,.66497135
207981,0,student,0,7728,.61611873
207982,1,student,0,0,.92963636
207983,1,employed,1,11208,.59860069
207984,0,employed,1,6871,.76281863
207985,0,employed,1,6962,.74032593
207986,1,unemployed,1,0,0
207987,1,employed,1,23738,.38252008
207988,1,employed,1,149483,.7075724
207989,1,unemployed,0,0,.45012757
207990,1,student,0,0,.93194884
207991,1,employed,1,111832,0
207992,1,employed,1,9440,.78053695
207993,1,employed,0,56478,.89951658
207994,1,employed,0,15325,.013665985
207995,1,employed,1,33764,.26635677
207996,0,retired,1,3602,0
207997,1,employed,0,147379,.50413287
207998,1,employed,1,12359,.59800756
207999,1,employed,1,7859,.82799131
208000,1,unemployed,0,21385,.60207486
208001,1,employed,0,27300,.8358258
208002,1,student,0,40774,.45565167
208003,1,employed,1,5064,.80925739
208004,1,employed,0,22042,.58100009
208005,0,retired,1,7956,.25812423
208006,1,employed,1,27762,.62974894
208007,1,employed,1,38255,0
208008,1,student,0,0,.98841536
208009,1,employed,0,87134,.5145148
208010,1,unemployed,0,0,.50827873
208011,0,unemployed,1,0,.83813846
208012,1,employed,1,28972,.35609889
208013,1,student,0,13959,.88108635
208014,0,student,0,0,.97149009
208015,1,employed,1,28336,0
208016,1,retired,1,18335,0
208017,1,employed,1,24160,.54414356
208018,1,unemployed,1,26078,.74852198
208019,1,retired,1,4274,.22052649
208020,1,employed,1,20791,.13223939
208021,1,unemployed,1,0,.57778662
208022,1,unemployed,1,0,0
208023,1,employed,1,9788,.74540281
208024,1,employed,1,7335,0
208025,1,employed,1,17048,.24477826
208026,1,employed,0,135694,0
208027,1,student,0,0,.093787201
208028,1,retired,1,44356,.12728837
208029,1,employed,1,6943,.3903248
208030,1,employed,0,68434,.54981846
208031,0,unemployed,1,0,.4050675
208032,1,employed,1,11429,.13332042
208033,1,employed,1,16492,.43224061
208034,1,retired,1,20630,.23640354
208035,1,retired,1,5282,.28703195
208036,1,unemployed,1,11029,.089028232
208037,1,student,0,0,.78570437
208038,1,employed,1,7605,.62008917
208039,1,employed,1,6866,.44988292
208040,1,unemployed,1,24311,.18920168
208041,1,employed,1,141593,.55572861
208042,1,unemployed,1,0,.12602217
208043,1,employed,1,25879,0
208044,0,employed,1,33487,.51126182
208045,1,employed,1,13448,0
208046,0,employed,1,10162,0
208047,0,employed,1,8601,.45314592
208048,1,employed,1,194437,.66796219
208049,1,employed,1,9480,.17172712
208050,1,employed,1,14462,.57697737
208051,1,retired,1,6449,.24715944
208052,1,student,1,21161,.56682873
208053,0,employed,0,10842,.56481737
208054,1,retired,0,4615,.23831424
208055,1,student,0,3128,.37130511
208056,1,employed,0,369496,0
208057,1,retired,1,13201,0
208058,1,employed,0,6934,.35264176
208059,0,employed,0,61468,0
208060,0,unemployed,1,0,.71530372
208061,0,unemployed,1,24672,.051279299
208062,0,employed,1,7923,.58559716
208063,0,student,0,16442,.66331398
208064,1,employed,1,8507,.2956422
208065,1,employed,1,9997,.6896655
208066,1,student,0,0,.83937246
208067,0,student,0,4614,.15570949
208068,1,employed,1,9432,0
208069,1,employed,1,7443,.15867873
208070,0,retired,1,2791,.11624227
208071,0,employed,1,5838,0
208072,0,employed,1,14198,.69062519
208073,1,employed,1,55669,.35688743
208074,1,employed,0,14009,.61544782
208075,1,employed,1,14498,.39192909
208076,1,unemployed,0,16738,0
208077,1,unemployed,1,40931,0
208078,0,employed,0,20931,0
208079,0,employed,1,13888,.54495823
208080,1,employed,0,19491,.35021266
208081,1,employed,1,15851,0
208082,1,employed,1,10894,.26119858
208083,1,employed,1,42918,.034237184
208084,1,employed,1,13647,.16421573
208085,1,retired,1,10042,.18291564
208086,1,employed,1,8246,.73097968
208087,1,student,0,20642,.80699724
208088,0,student,0,10068,0
208089,1,employed,0,7387,.22019249
208090,0,unemployed,1,0,.078316994
208091,1,retired,1,3723,0
208092,0,employed,1,43105,0
208093,1,employed,1,6044,.62856197
208094,1,employed,1,8652,.43233481
208095,0,student,0,0,.67267662
208096,1,employed,1,5872,0
208097,0,student,0,15046,.86893296
208098,1,employed,1,12186,0
208099,0,unemployed,1,0,.3465735
208100,1,unemployed,1,14284,.04929357
208101,1,employed,1,19914,.36708355
208102,0,employed,0,34885,.16984265
208103,1,student,0,0,.33615023
208104,1,unemployed,1,0,.56143683
208105,1,employed,1,5822,.58737397
208106,1,employed,0,10894,0
208107,1,employed,1,48584,.80545723
208108,1,student,0,0,.58735681
208109,1,employed,1,10619,.70210457
208110,1,retired,0,4977,0
208111,0,unemployed,1,0,0
208112,1,student,0,29361,0
208113,0,employed,0,29147,0
208114,1,employed,0,7414,.75690383
208115,1,retired,1,4373,0
208116,1,retired,0,9456,.27396172
208117,1,employed,1,19445,.11338878
208118,0,unemployed,0,6753,0
208119,0,unemployed,1,7528,.59184206
208120,1,employed,1,6522,.6699118
208121,1,employed,1,10699,.21108566
208122,0,employed,1,6398,.77331907
208123,0,unemployed,1,8698,.73288739
208124,0,employed,1,11664,.56264651
208125,1,employed,1,5795,.67139357
208126,0,unemployed,0,9715,0
208127,1,employed,1,6378,.60694069
208128,1,employed,0,6225,0
208129,1,employed,0,12113,.43236616
208130,0,retired,0,5793,.22346275
208131,1,employed,0,10568,.43452001
208132,1,student,0,3404,.77570868
208133,1,retired,1,6264,.12898071
208134,1,unemployed,0,8164,.12285726
208135,1,employed,1,5043,.50873542
208136,1,employed,1,39688,.62515986
208137,1,employed,1,14912,.20148848
208138,1,employed,0,8122,.83174342
208139,1,employed,1,31867,.47587129
208140,0,student,0,5972,0
208141,1,employed,1,11536,.91833812
208142,1,employed,1,23892,0
208143,1,employed,1,11491,.62209773
208144,1,employed,0,8394,.012437649
208145,0,employed,1,10978,.38403383
208146,1,employed,1,8083,.59100193
208147,1,employed,0,35806,.50900084
208148,1,student,0,0,.34630713
208149,1,unemployed,1,0,.48518732
208150,1,student,0,0,.86923164
208151,1,student,0,0,.94784057
208152,0,employed,0,74190,0
208153,1,employed,1,8306,.9597615
208154,1,employed,1,13127,.45669922
208155,0,retired,1,5078,0
208156,0,student,0,0,.92959499
208157,1,student,1,0,.39617029
208158,0,employed,1,10129,.68694007
208159,1,student,0,0,.42904401
208160,1,employed,1,36845,.88593251
208161,1,student,0,0,.982418
208162,1,student,0,0,.7395581
208163,1,employed,1,25932,.548298
208164,1,employed,0,12061,.36892411
208165,1,employed,1,7004,.80803192
208166,1,student,1,28905,0
208167,1,student,0,14117,.079365939
208168,0,employed,1,9592,.61460507
208169,0,employed,0,12693,0
208170,1,employed,0,6377,.51595533
208171,1,employed,0,19612,.99109781
208172,1,employed,0,6062,.12813675
208173,0,unemployed,1,6299,.54262698
208174,1,student,0,0,.055531815
208175,0,retired,1,11260,.26186907
208176,1,employed,1,51367,.040677141
208177,0,retired,0,18860,0
208178,1,employed,1,48680,.92050081
208179,1,employed,1,6900,.52615887
208180,1,student,0,0,0
208181,0,employed,0,11989,.75440967
208182,0,employed,1,25022,.60227984
208183,0,employed,1,8077,.74852824
208184,1,employed,0,15040,.63612026
208185,1,employed,0,9966,.12518162
208186,1,employed,1,5221,0
208187,1,employed,0,8883,.55118996
208188,0,unemployed,1,24776,.59312618
208189,0,employed,0,7034,0
208190,1,unemployed,0,31463,.73366237
208191,1,employed,0,5655,0
208192,1,employed,1,12839,0
208193,1,employed,0,11834,0
208194,0,unemployed,0,0,.47507393
208195,1,retired,1,9342,.20245628
208196,1,student,0,0,.82494742
208197,1,employed,1,8376,.56593645
208198,0,unemployed,1,21011,.56612778
208199,1,student,0,8750,.92122006
208200,0,student,0,0,.81171536
208201,1,employed,0,70808,0
208202,1,employed,1,6566,0
208203,1,retired,1,4559,.22553715
208204,1,employed,1,9125,.55178404
208205,1,retired,0,46376,.0034209918
208206,1,student,0,12386,.76116544
208207,0,retired,1,7616,.10504669
208208,1,employed,0,13406,.22811776
208209,0,employed,1,49259,.95084423
208210,1,employed,0,8030,.63100296
208211,1,student,0,0,.55421168
208212,1,student,0,0,0
208213,1,employed,1,21812,0
208214,1,employed,1,6242,.059564132
208215,1,employed,1,32707,.061536998
208216,0,employed,1,6533,0
208217,1,employed,0,13971,0
208218,1,employed,1,5372,.09339764
208219,0,employed,0,15717,0
208220,1,employed,1,12940,.76693964
208221,1,employed,1,23533,.38862514
208222,1,student,0,1892,.95141572
208223,0,student,0,0,.91366196
208224,0,unemployed,1,0,.56016022
208225,1,employed,0,6961,.53737903
208226,1,employed,0,6018,.62329394
208227,1,employed,0,13449,0
208228,1,employed,1,13314,0
208229,0,employed,1,4404,0
208230,0,retired,1,7219,.10996187
208231,1,employed,1,6044,0
208232,0,retired,1,13155,0
208233,1,student,0,8176,.39934215
208234,1,employed,1,10504,0
208235,1,employed,1,31081,.55023372
208236,1,retired,0,19164,.11176038
208237,0,employed,1,17054,.060832981
208238,1,student,0,20031,.60970908
208239,0,employed,1,13162,.58986509
208240,1,employed,1,13184,.75394303
208241,1,employed,1,5894,.78824556
208242,0,employed,1,29039,.43539575
208243,1,employed,0,14829,0
208244,1,employed,1,30502,0
208245,1,employed,1,6297,.79513365
208246,1,student,0,0,.90383804
208247,1,retired,1,16162,0
208248,1,employed,1,12452,.06787134
208249,1,employed,1,7339,.42816806
208250,1,unemployed,1,20001,.63125807
208251,1,employed,0,14017,.76522171
208252,0,employed,1,11216,.49372336
208253,1,retired,0,9848,.24725726
208254,1,employed,0,7641,.2724652
208255,0,employed,0,6939,0
208256,1,employed,1,10276,.44747928
208257,1,student,0,0,.87596554
208258,1,employed,1,40295,.30157545
208259,1,retired,0,20552,0
208260,1,employed,1,12410,.059009593
